,SAM_gen,gen_bias,gen_bias_corrected,gen_clean,gen_curtailed
2017-01-01 08:00:00+00:00,0,0,0,0,0
2017-01-01 09:00:00+00:00,0,0,0,0,0
2017-01-01 10:00:00+00:00,0,0,0,0,0
2017-01-01 11:00:00+00:00,0,0,0,0,0
2017-01-01 12:00:00+00:00,0,0,0,0,0
2017-01-01 13:00:00+00:00,0,0,0,0,0
2017-01-01 14:00:00+00:00,0,0,0,0,0
2017-01-01 15:00:00+00:00,0,2.937692642,0,0,0
2017-01-01 16:00:00+00:00,0,9.520634651,0,0,0
2017-01-01 17:00:00+00:00,0,14.67068768,0,0,0
2017-01-01 18:00:00+00:00,0,18.33897781,0,0,0
2017-01-01 19:00:00+00:00,0,9.967514992,0,0,0
2017-01-01 20:00:00+00:00,0,20.00000191,0,0,0
2017-01-01 21:00:00+00:00,0,19.03731537,0,0,0
2017-01-01 22:00:00+00:00,0,4.084602356,0,0,0
2017-01-01 23:00:00+00:00,0,2.014568806,0,0,0
2017-01-02 00:00:00+00:00,0,0.188991174,0,0,0
2017-01-02 01:00:00+00:00,0,0,0,0,0
2017-01-02 02:00:00+00:00,0,0,0,0,0
2017-01-02 03:00:00+00:00,0,0,0,0,0
2017-01-02 04:00:00+00:00,0,0,0,0,0
2017-01-02 05:00:00+00:00,0,0,0,0,0
2017-01-02 06:00:00+00:00,0,0,0,0,0
2017-01-02 07:00:00+00:00,0,0,0,0,0
2017-01-02 08:00:00+00:00,0,0,0,0,0
2017-01-02 09:00:00+00:00,0,0,0,0,0
2017-01-02 10:00:00+00:00,0,0,0,0,0
2017-01-02 11:00:00+00:00,0,0,0,0,0
2017-01-02 12:00:00+00:00,0,0,0,0,0
2017-01-02 13:00:00+00:00,0,0,0,0,0
2017-01-02 14:00:00+00:00,0,0,0,0,0
2017-01-02 15:00:00+00:00,0,1.465576768,0,0,0
2017-01-02 16:00:00+00:00,0,5.349704742,0,0,0
2017-01-02 17:00:00+00:00,0,3.732980728,0,0,0
2017-01-02 18:00:00+00:00,0,14.78990459,0,0,0
2017-01-02 19:00:00+00:00,0,13.82051086,0,0,0
2017-01-02 20:00:00+00:00,0,10.30301762,0,0,0
2017-01-02 21:00:00+00:00,0,8.27589035,0,0,0
2017-01-02 22:00:00+00:00,0,1.471066594,0,0,0
2017-01-02 23:00:00+00:00,0,0.752795994,0,0,0
2017-01-03 00:00:00+00:00,0,0.020455757,0,0,0
2017-01-03 01:00:00+00:00,0,0,0,0,0
2017-01-03 02:00:00+00:00,0,0,0,0,0
2017-01-03 03:00:00+00:00,0,0,0,0,0
2017-01-03 04:00:00+00:00,0,0,0,0,0
2017-01-03 05:00:00+00:00,0,0,0,0,0
2017-01-03 06:00:00+00:00,0,0,0,0,0
2017-01-03 07:00:00+00:00,0,0,0,0,0
2017-01-03 08:00:00+00:00,0,0,0,0,0
2017-01-03 09:00:00+00:00,0,0,0,0,0
2017-01-03 10:00:00+00:00,0,0,0,0,0
2017-01-03 11:00:00+00:00,0,0,0,0,0
2017-01-03 12:00:00+00:00,0,0,0,0,0
2017-01-03 13:00:00+00:00,0,0,0,0,0
2017-01-03 14:00:00+00:00,0,0,0,0,0
2017-01-03 15:00:00+00:00,0,1.600056887,0,0,0
2017-01-03 16:00:00+00:00,0,5.713535309,0,0,0
2017-01-03 17:00:00+00:00,0,9.607608795,0,0,0
2017-01-03 18:00:00+00:00,0,9.327116966,0,0,0
2017-01-03 19:00:00+00:00,0,4.56137991,0,0,0
2017-01-03 20:00:00+00:00,0,4.181337357,0,0,0
2017-01-03 21:00:00+00:00,0,4.466533184,0,0,0
2017-01-03 22:00:00+00:00,0,5.596003532,0,0,0
2017-01-03 23:00:00+00:00,0,3.370363474,0,0,0
2017-01-04 00:00:00+00:00,0,0.325162232,0,0,0
2017-01-04 01:00:00+00:00,0,0,0,0,0
2017-01-04 02:00:00+00:00,0,0,0,0,0
2017-01-04 03:00:00+00:00,0,0,0,0,0
2017-01-04 04:00:00+00:00,0,0,0,0,0
2017-01-04 05:00:00+00:00,0,0,0,0,0
2017-01-04 06:00:00+00:00,0,0,0,0,0
2017-01-04 07:00:00+00:00,0,0,0,0,0
2017-01-04 08:00:00+00:00,0,0,0,0,0
2017-01-04 09:00:00+00:00,0,0,0,0,0
2017-01-04 10:00:00+00:00,0,0,0,0,0
2017-01-04 11:00:00+00:00,0,0,0,0,0
2017-01-04 12:00:00+00:00,0,0,0,0,0
2017-01-04 13:00:00+00:00,0,0,0,0,0
2017-01-04 14:00:00+00:00,0,0,0,0,0
2017-01-04 15:00:00+00:00,0,2.9043293,0,0,0
2017-01-04 16:00:00+00:00,0,9.312921524,0,0,0
2017-01-04 17:00:00+00:00,0,14.15937233,0,0,0
2017-01-04 18:00:00+00:00,0,17.43586159,0,0,0
2017-01-04 19:00:00+00:00,0,19.21866035,0,0,0
2017-01-04 20:00:00+00:00,0,19.51384926,0,0,0
2017-01-04 21:00:00+00:00,0,18.19352341,0,0,0
2017-01-04 22:00:00+00:00,0,12.44059849,0,0,0
2017-01-04 23:00:00+00:00,0,10.4996748,0,0,0
2017-01-05 00:00:00+00:00,0,3.434145212,0,0,0
2017-01-05 01:00:00+00:00,0,0,0,0,0
2017-01-05 02:00:00+00:00,0,0,0,0,0
2017-01-05 03:00:00+00:00,0,0,0,0,0
2017-01-05 04:00:00+00:00,0,0,0,0,0
2017-01-05 05:00:00+00:00,0,0,0,0,0
2017-01-05 06:00:00+00:00,0,0,0,0,0
2017-01-05 07:00:00+00:00,0,0,0,0,0
2017-01-05 08:00:00+00:00,0,0,0,0,0
2017-01-05 09:00:00+00:00,0,0,0,0,0
2017-01-05 10:00:00+00:00,0,0,0,0,0
2017-01-05 11:00:00+00:00,0,0,0,0,0
2017-01-05 12:00:00+00:00,0,0,0,0,0
2017-01-05 13:00:00+00:00,0,0,0,0,0
2017-01-05 14:00:00+00:00,0,0,0,0,0
2017-01-05 15:00:00+00:00,0,2.735274553,0,0,0
2017-01-05 16:00:00+00:00,0,9.090339661,0,0,0
2017-01-05 17:00:00+00:00,0,3.17452836,0,0,0
2017-01-05 18:00:00+00:00,0,2.823224068,0,0,0
2017-01-05 19:00:00+00:00,0,3.653296709,0,0,0
2017-01-05 20:00:00+00:00,0,4.638727188,0,0,0
2017-01-05 21:00:00+00:00,0,1.768792272,0,0,0
2017-01-05 22:00:00+00:00,0,5.103433609,0,0,0
2017-01-05 23:00:00+00:00,0,10.77170658,0,0,0
2017-01-06 00:00:00+00:00,0,3.474687815,0,0,0
2017-01-06 01:00:00+00:00,0,0,0,0,0
2017-01-06 02:00:00+00:00,0,0,0,0,0
2017-01-06 03:00:00+00:00,0,0,0,0,0
2017-01-06 04:00:00+00:00,0,0,0,0,0
2017-01-06 05:00:00+00:00,0,0,0,0,0
2017-01-06 06:00:00+00:00,0,0,0,0,0
2017-01-06 07:00:00+00:00,0,0,0,0,0
2017-01-06 08:00:00+00:00,0,0,0,0,0
2017-01-06 09:00:00+00:00,0,0,0,0,0
2017-01-06 10:00:00+00:00,0,0,0,0,0
2017-01-06 11:00:00+00:00,0,0,0,0,0
2017-01-06 12:00:00+00:00,0,0,0,0,0
2017-01-06 13:00:00+00:00,0,0,0,0,0
2017-01-06 14:00:00+00:00,0,0,0,0,0
2017-01-06 15:00:00+00:00,0,2.765265465,0,0,0
2017-01-06 16:00:00+00:00,0,9.351593018,0,0,0
2017-01-06 17:00:00+00:00,0,14.68757248,0,0,0
2017-01-06 18:00:00+00:00,0,18.23879242,0,0,0
2017-01-06 19:00:00+00:00,0,20.00000191,0,0,0
2017-01-06 20:00:00+00:00,0,20.00000191,0,0,0
2017-01-06 21:00:00+00:00,0,18.98983192,0,0,0
2017-01-06 22:00:00+00:00,0,16.00043106,0,0,0
2017-01-06 23:00:00+00:00,0,11.11137581,0,0,0
2017-01-07 00:00:00+00:00,0,3.659141302,0,0,0
2017-01-07 01:00:00+00:00,0,0,0,0,0
2017-01-07 02:00:00+00:00,0,0,0,0,0
2017-01-07 03:00:00+00:00,0,0,0,0,0
2017-01-07 04:00:00+00:00,0,0,0,0,0
2017-01-07 05:00:00+00:00,0,0,0,0,0
2017-01-07 06:00:00+00:00,0,0,0,0,0
2017-01-07 07:00:00+00:00,0,0,0,0,0
2017-01-07 08:00:00+00:00,0,0,0,0,0
2017-01-07 09:00:00+00:00,0,0,0,0,0
2017-01-07 10:00:00+00:00,0,0,0,0,0
2017-01-07 11:00:00+00:00,0,0,0,0,0
2017-01-07 12:00:00+00:00,0,0,0,0,0
2017-01-07 13:00:00+00:00,0,0,0,0,0
2017-01-07 14:00:00+00:00,0,0,0,0,0
2017-01-07 15:00:00+00:00,0,2.708555937,0,0,0
2017-01-07 16:00:00+00:00,0,5.378112316,0,0,0
2017-01-07 17:00:00+00:00,0,9.414101601,0,0,0
2017-01-07 18:00:00+00:00,0,14.136446,0,0,0
2017-01-07 19:00:00+00:00,0,19.10516167,0,0,0
2017-01-07 20:00:00+00:00,0,19.2412014,0,0,0
2017-01-07 21:00:00+00:00,0,13.9485693,0,0,0
2017-01-07 22:00:00+00:00,0,10.44443703,0,0,0
2017-01-07 23:00:00+00:00,0,6.888483524,0,0,0
2017-01-08 00:00:00+00:00,0,3.567854881,0,0,0
2017-01-08 01:00:00+00:00,0,0,0,0,0
2017-01-08 02:00:00+00:00,0,0,0,0,0
2017-01-08 03:00:00+00:00,0,0,0,0,0
2017-01-08 04:00:00+00:00,0,0,0,0,0
2017-01-08 05:00:00+00:00,0,0,0,0,0
2017-01-08 06:00:00+00:00,0,0,0,0,0
2017-01-08 07:00:00+00:00,0,0,0,0,0
2017-01-08 08:00:00+00:00,0,0,0,0,0
2017-01-08 09:00:00+00:00,0,0,0,0,0
2017-01-08 10:00:00+00:00,0,0,0,0,0
2017-01-08 11:00:00+00:00,0,0,0,0,0
2017-01-08 12:00:00+00:00,0,0,0,0,0
2017-01-08 13:00:00+00:00,0,0,0,0,0
2017-01-08 14:00:00+00:00,0,0,0,0,0
2017-01-08 15:00:00+00:00,0,2.749064922,0,0,0
2017-01-08 16:00:00+00:00,0,8.970375061,0,0,0
2017-01-08 17:00:00+00:00,0,13.70371628,0,0,0
2017-01-08 18:00:00+00:00,0,16.80737114,0,0,0
2017-01-08 19:00:00+00:00,0,18.55297279,0,0,0
2017-01-08 20:00:00+00:00,0,18.89496994,0,0,0
2017-01-08 21:00:00+00:00,0,17.79545212,0,0,0
2017-01-08 22:00:00+00:00,0,12.19456959,0,0,0
2017-01-08 23:00:00+00:00,0,8.457835197,0,0,0
2017-01-09 00:00:00+00:00,0,3.931825161,0,0,0
2017-01-09 01:00:00+00:00,0,0,0,0,0
2017-01-09 02:00:00+00:00,0,0,0,0,0
2017-01-09 03:00:00+00:00,0,0,0,0,0
2017-01-09 04:00:00+00:00,0,0,0,0,0
2017-01-09 05:00:00+00:00,0,0,0,0,0
2017-01-09 06:00:00+00:00,0,0,0,0,0
2017-01-09 07:00:00+00:00,0,0,0,0,0
2017-01-09 08:00:00+00:00,0,0,0,0,0
2017-01-09 09:00:00+00:00,0,0,0,0,0
2017-01-09 10:00:00+00:00,0,0,0,0,0
2017-01-09 11:00:00+00:00,0,0,0,0,0
2017-01-09 12:00:00+00:00,0,0,0,0,0
2017-01-09 13:00:00+00:00,0,0,0,0,0
2017-01-09 14:00:00+00:00,0,0,0,0,0
2017-01-09 15:00:00+00:00,0,0.890601575,0,0,0
2017-01-09 16:00:00+00:00,0,3.508309126,0,0,0
2017-01-09 17:00:00+00:00,0,2.455635309,0,0,0
2017-01-09 18:00:00+00:00,0,3.730247021,0,0,0
2017-01-09 19:00:00+00:00,0,10.459342,0,0,0
2017-01-09 20:00:00+00:00,0,14.26796055,0,0,0
2017-01-09 21:00:00+00:00,0,11.59612846,0,0,0
2017-01-09 22:00:00+00:00,0,9.118745804,0,0,0
2017-01-09 23:00:00+00:00,0,5.883136272,0,0,0
2017-01-10 00:00:00+00:00,0,1.819539785,0,0,0
2017-01-10 01:00:00+00:00,0,0,0,0,0
2017-01-10 02:00:00+00:00,0,0,0,0,0
2017-01-10 03:00:00+00:00,0,0,0,0,0
2017-01-10 04:00:00+00:00,0,0,0,0,0
2017-01-10 05:00:00+00:00,0,0,0,0,0
2017-01-10 06:00:00+00:00,0,0,0,0,0
2017-01-10 07:00:00+00:00,0,0,0,0,0
2017-01-10 08:00:00+00:00,0,0,0,0,0
2017-01-10 09:00:00+00:00,0,0,0,0,0
2017-01-10 10:00:00+00:00,0,0,0,0,0
2017-01-10 11:00:00+00:00,0,0,0,0,0
2017-01-10 12:00:00+00:00,0,0,0,0,0
2017-01-10 13:00:00+00:00,0,0,0,0,0
2017-01-10 14:00:00+00:00,0,0,0,0,0
2017-01-10 15:00:00+00:00,0,2.861778975,0,0,0
2017-01-10 16:00:00+00:00,0,9.35674572,0,0,0
2017-01-10 17:00:00+00:00,0,12.62764359,0,0,0
2017-01-10 18:00:00+00:00,0,17.87302208,0,0,0
2017-01-10 19:00:00+00:00,0,19.81611824,0,0,0
2017-01-10 20:00:00+00:00,0,20.00000191,0,0,0
2017-01-10 21:00:00+00:00,0,18.92835999,0,0,0
2017-01-10 22:00:00+00:00,0,12.09310913,0,0,0
2017-01-10 23:00:00+00:00,0,11.29936981,0,0,0
2017-01-11 00:00:00+00:00,0,4.141890526,0,0,0
2017-01-11 01:00:00+00:00,0,0,0,0,0
2017-01-11 02:00:00+00:00,0,0,0,0,0
2017-01-11 03:00:00+00:00,0,0,0,0,0
2017-01-11 04:00:00+00:00,0,0,0,0,0
2017-01-11 05:00:00+00:00,0,0,0,0,0
2017-01-11 06:00:00+00:00,0,0,0,0,0
2017-01-11 07:00:00+00:00,0,0,0,0,0
2017-01-11 08:00:00+00:00,0,0,0,0,0
2017-01-11 09:00:00+00:00,0,0,0,0,0
2017-01-11 10:00:00+00:00,0,0,0,0,0
2017-01-11 11:00:00+00:00,0,0,0,0,0
2017-01-11 12:00:00+00:00,0,0,0,0,0
2017-01-11 13:00:00+00:00,0,0,0,0,0
2017-01-11 14:00:00+00:00,0,0,0,0,0
2017-01-11 15:00:00+00:00,0,2.11463809,0,0,0
2017-01-11 16:00:00+00:00,0,7.438289165,0,0,0
2017-01-11 17:00:00+00:00,0,6.265454769,0,0,0
2017-01-11 18:00:00+00:00,0,1.73760891,0,0,0
2017-01-11 19:00:00+00:00,0,3.258222342,0,0,0
2017-01-11 20:00:00+00:00,0,2.697611332,0,0,0
2017-01-11 21:00:00+00:00,0,1.079556465,0,0,0
2017-01-11 22:00:00+00:00,0,1.385765314,0,0,0
2017-01-11 23:00:00+00:00,0,0.76397121,0,0,0
2017-01-12 00:00:00+00:00,0,4.295083046,0,0,0
2017-01-12 01:00:00+00:00,0,0,0,0,0
2017-01-12 02:00:00+00:00,0,0,0,0,0
2017-01-12 03:00:00+00:00,0,0,0,0,0
2017-01-12 04:00:00+00:00,0,0,0,0,0
2017-01-12 05:00:00+00:00,0,0,0,0,0
2017-01-12 06:00:00+00:00,0,0,0,0,0
2017-01-12 07:00:00+00:00,0,0,0,0,0
2017-01-12 08:00:00+00:00,0,0,0,0,0
2017-01-12 09:00:00+00:00,0,0,0,0,0
2017-01-12 10:00:00+00:00,0,0,0,0,0
2017-01-12 11:00:00+00:00,0,0,0,0,0
2017-01-12 12:00:00+00:00,0,0,0,0,0
2017-01-12 13:00:00+00:00,0,0,0,0,0
2017-01-12 14:00:00+00:00,0,0,0,0,0
2017-01-12 15:00:00+00:00,0,0.657180369,0,0,0
2017-01-12 16:00:00+00:00,0,2.381773949,0,0,0
2017-01-12 17:00:00+00:00,0,4.226550102,0,0,0
2017-01-12 18:00:00+00:00,0,4.679613113,0,0,0
2017-01-12 19:00:00+00:00,0,8.246379852,0,0,0
2017-01-12 20:00:00+00:00,0,10.13253307,0,0,0
2017-01-12 21:00:00+00:00,0,6.606810093,0,0,0
2017-01-12 22:00:00+00:00,0,4.430433273,0,0,0
2017-01-12 23:00:00+00:00,0,2.328950405,0,0,0
2017-01-13 00:00:00+00:00,0,0.39877215,0,0,0
2017-01-13 01:00:00+00:00,0,0,0,0,0
2017-01-13 02:00:00+00:00,0,0,0,0,0
2017-01-13 03:00:00+00:00,0,0,0,0,0
2017-01-13 04:00:00+00:00,0,0,0,0,0
2017-01-13 05:00:00+00:00,0,0,0,0,0
2017-01-13 06:00:00+00:00,0,0,0,0,0
2017-01-13 07:00:00+00:00,0,0,0,0,0
2017-01-13 08:00:00+00:00,0,0,0,0,0
2017-01-13 09:00:00+00:00,0,0,0,0,0
2017-01-13 10:00:00+00:00,0,0,0,0,0
2017-01-13 11:00:00+00:00,0,0,0,0,0
2017-01-13 12:00:00+00:00,0,0,0,0,0
2017-01-13 13:00:00+00:00,0,0,0,0,0
2017-01-13 14:00:00+00:00,0,0,0,0,0
2017-01-13 15:00:00+00:00,0,0,0,0,0
2017-01-13 16:00:00+00:00,0,0.117059216,0,0,0
2017-01-13 17:00:00+00:00,0,5.211564064,0,0,0
2017-01-13 18:00:00+00:00,0,0.466095477,0,0,0
2017-01-13 19:00:00+00:00,0,14.63195324,0,0,0
2017-01-13 20:00:00+00:00,0,2.4094522,0,0,0
2017-01-13 21:00:00+00:00,0,4.877465248,0,0,0
2017-01-13 22:00:00+00:00,0,0.041926987,0,0,0
2017-01-13 23:00:00+00:00,0,0,0,0,0
2017-01-14 00:00:00+00:00,0,0,0,0,0
2017-01-14 01:00:00+00:00,0,0,0,0,0
2017-01-14 02:00:00+00:00,0,0,0,0,0
2017-01-14 03:00:00+00:00,0,0,0,0,0
2017-01-14 04:00:00+00:00,0,0,0,0,0
2017-01-14 05:00:00+00:00,0,0,0,0,0
2017-01-14 06:00:00+00:00,0,0,0,0,0
2017-01-14 07:00:00+00:00,0,0,0,0,0
2017-01-14 08:00:00+00:00,0,0,0,0,0
2017-01-14 09:00:00+00:00,0,0,0,0,0
2017-01-14 10:00:00+00:00,0,0,0,0,0
2017-01-14 11:00:00+00:00,0,0,0,0,0
2017-01-14 12:00:00+00:00,0,0,0,0,0
2017-01-14 13:00:00+00:00,0,0,0,0,0
2017-01-14 14:00:00+00:00,0,0,0,0,0
2017-01-14 15:00:00+00:00,0,2.292969465,0,0,0
2017-01-14 16:00:00+00:00,0,8.494727135,0,0,0
2017-01-14 17:00:00+00:00,0,13.81587124,0,0,0
2017-01-14 18:00:00+00:00,0,17.66922379,0,0,0
2017-01-14 19:00:00+00:00,0,19.58874893,0,0,0
2017-01-14 20:00:00+00:00,0,19.77807426,0,0,0
2017-01-14 21:00:00+00:00,0,18.58779335,0,0,0
2017-01-14 22:00:00+00:00,0,15.62953758,0,0,0
2017-01-14 23:00:00+00:00,0,10.69761372,0,0,0
2017-01-15 00:00:00+00:00,0,3.631680965,0,0,0
2017-01-15 01:00:00+00:00,0,0,0,0,0
2017-01-15 02:00:00+00:00,0,0,0,0,0
2017-01-15 03:00:00+00:00,0,0,0,0,0
2017-01-15 04:00:00+00:00,0,0,0,0,0
2017-01-15 05:00:00+00:00,0,0,0,0,0
2017-01-15 06:00:00+00:00,0,0,0,0,0
2017-01-15 07:00:00+00:00,0,0,0,0,0
2017-01-15 08:00:00+00:00,0,0,0,0,0
2017-01-15 09:00:00+00:00,0,0,0,0,0
2017-01-15 10:00:00+00:00,0,0,0,0,0
2017-01-15 11:00:00+00:00,0,0,0,0,0
2017-01-15 12:00:00+00:00,0,0,0,0,0
2017-01-15 13:00:00+00:00,0,0,0,0,0
2017-01-15 14:00:00+00:00,0,0,0,0,0
2017-01-15 15:00:00+00:00,0,2.657559633,0,0,0
2017-01-15 16:00:00+00:00,0,9.115818977,0,0,0
2017-01-15 17:00:00+00:00,0,14.16509056,0,0,0
2017-01-15 18:00:00+00:00,0,17.5363636,0,0,0
2017-01-15 19:00:00+00:00,0,15.39865685,0,0,0
2017-01-15 20:00:00+00:00,0,19.58881187,0,0,0
2017-01-15 21:00:00+00:00,0,18.51305771,0,0,0
2017-01-15 22:00:00+00:00,0,11.36527443,0,0,0
2017-01-15 23:00:00+00:00,0,7.483574867,0,0,0
2017-01-16 00:00:00+00:00,0,2.414713144,0,0,0
2017-01-16 01:00:00+00:00,0,0,0,0,0
2017-01-16 02:00:00+00:00,0,0,0,0,0
2017-01-16 03:00:00+00:00,0,0,0,0,0
2017-01-16 04:00:00+00:00,0,0,0,0,0
2017-01-16 05:00:00+00:00,0,0,0,0,0
2017-01-16 06:00:00+00:00,0,0,0,0,0
2017-01-16 07:00:00+00:00,0,0,0,0,0
2017-01-16 08:00:00+00:00,0,0,0,0,0
2017-01-16 09:00:00+00:00,0,0,0,0,0
2017-01-16 10:00:00+00:00,0,0,0,0,0
2017-01-16 11:00:00+00:00,0,0,0,0,0
2017-01-16 12:00:00+00:00,0,0,0,0,0
2017-01-16 13:00:00+00:00,0,0,0,0,0
2017-01-16 14:00:00+00:00,0,0,0,0,0
2017-01-16 15:00:00+00:00,0,2.478916883,0,0,0
2017-01-16 16:00:00+00:00,0,7.437222958,0,0,0
2017-01-16 17:00:00+00:00,0,12.41763401,0,0,0
2017-01-16 18:00:00+00:00,0,17.72531509,0,0,0
2017-01-16 19:00:00+00:00,0,19.73061752,0,0,0
2017-01-16 20:00:00+00:00,0,20.00000191,0,0,0
2017-01-16 21:00:00+00:00,0,19.17120171,0,0,0
2017-01-16 22:00:00+00:00,0,11.63045788,0,0,0
2017-01-16 23:00:00+00:00,0,11.71502399,0,0,0
2017-01-17 00:00:00+00:00,0,4.808325768,0,0,0
2017-01-17 01:00:00+00:00,0,0,0,0,0
2017-01-17 02:00:00+00:00,0,0,0,0,0
2017-01-17 03:00:00+00:00,0,0,0,0,0
2017-01-17 04:00:00+00:00,0,0,0,0,0
2017-01-17 05:00:00+00:00,0,0,0,0,0
2017-01-17 06:00:00+00:00,0,0,0,0,0
2017-01-17 07:00:00+00:00,0,0,0,0,0
2017-01-17 08:00:00+00:00,0,0,0,0,0
2017-01-17 09:00:00+00:00,0,0,0,0,0
2017-01-17 10:00:00+00:00,0,0,0,0,0
2017-01-17 11:00:00+00:00,0,0,0,0,0
2017-01-17 12:00:00+00:00,0,0,0,0,0
2017-01-17 13:00:00+00:00,0,0,0,0,0
2017-01-17 14:00:00+00:00,0,0,0,0,0
2017-01-17 15:00:00+00:00,0,2.974719048,0,0,0
2017-01-17 16:00:00+00:00,0,9.551983833,0,0,0
2017-01-17 17:00:00+00:00,0,14.82055855,0,0,0
2017-01-17 18:00:00+00:00,0,18.53695488,0,0,0
2017-01-17 19:00:00+00:00,0,20.00000191,0,0,0
2017-01-17 20:00:00+00:00,0,20.00000191,0,0,0
2017-01-17 21:00:00+00:00,0,19.40477371,0,0,0
2017-01-17 22:00:00+00:00,0,16.44532204,0,0,0
2017-01-17 23:00:00+00:00,0,11.64092827,0,0,0
2017-01-18 00:00:00+00:00,0,4.947246075,0,0,0
2017-01-18 01:00:00+00:00,0,0,0,0,0
2017-01-18 02:00:00+00:00,0,0,0,0,0
2017-01-18 03:00:00+00:00,0,0,0,0,0
2017-01-18 04:00:00+00:00,0,0,0,0,0
2017-01-18 05:00:00+00:00,0,0,0,0,0
2017-01-18 06:00:00+00:00,0,0,0,0,0
2017-01-18 07:00:00+00:00,0,0,0,0,0
2017-01-18 08:00:00+00:00,0,0,0,0,0
2017-01-18 09:00:00+00:00,0,0,0,0,0
2017-01-18 10:00:00+00:00,0,0,0,0,0
2017-01-18 11:00:00+00:00,0,0,0,0,0
2017-01-18 12:00:00+00:00,0,0,0,0,0
2017-01-18 13:00:00+00:00,0,0,0,0,0
2017-01-18 14:00:00+00:00,0,0,0,0,0
2017-01-18 15:00:00+00:00,0,2.848329544,0,0,0
2017-01-18 16:00:00+00:00,0,9.380870819,0,0,0
2017-01-18 17:00:00+00:00,0,14.29402733,0,0,0
2017-01-18 18:00:00+00:00,0,17.63501358,0,0,0
2017-01-18 19:00:00+00:00,0,19.61972618,0,0,0
2017-01-18 20:00:00+00:00,0,20.00000191,0,0,0
2017-01-18 21:00:00+00:00,0,19.19270706,0,0,0
2017-01-18 22:00:00+00:00,0,13.22779083,0,0,0
2017-01-18 23:00:00+00:00,0,7.672564983,0,0,0
2017-01-19 00:00:00+00:00,0,2.771387339,0,0,0
2017-01-19 01:00:00+00:00,0,0,0,0,0
2017-01-19 02:00:00+00:00,0,0,0,0,0
2017-01-19 03:00:00+00:00,0,0,0,0,0
2017-01-19 04:00:00+00:00,0,0,0,0,0
2017-01-19 05:00:00+00:00,0,0,0,0,0
2017-01-19 06:00:00+00:00,0,0,0,0,0
2017-01-19 07:00:00+00:00,0,0,0,0,0
2017-01-19 08:00:00+00:00,0,0,0,0,0
2017-01-19 09:00:00+00:00,0,0,0,0,0
2017-01-19 10:00:00+00:00,0,0,0,0,0
2017-01-19 11:00:00+00:00,0,0,0,0,0
2017-01-19 12:00:00+00:00,0,0,0,0,0
2017-01-19 13:00:00+00:00,0,0,0,0,0
2017-01-19 14:00:00+00:00,0,0,0,0,0
2017-01-19 15:00:00+00:00,0,0.56123668,0,0,0
2017-01-19 16:00:00+00:00,0,1.878012896,0,0,0
2017-01-19 17:00:00+00:00,0,4.298572063,0,0,0
2017-01-19 18:00:00+00:00,0,12.47580719,0,0,0
2017-01-19 19:00:00+00:00,0,11.74888706,0,0,0
2017-01-19 20:00:00+00:00,0,20.00000191,0,0,0
2017-01-19 21:00:00+00:00,0,20.00000191,0,0,0
2017-01-19 22:00:00+00:00,0,12.1250906,0,0,0
2017-01-19 23:00:00+00:00,0,12.27674007,0,0,0
2017-01-20 00:00:00+00:00,0,4.925392151,0,0,0
2017-01-20 01:00:00+00:00,0,0,0,0,0
2017-01-20 02:00:00+00:00,0,0,0,0,0
2017-01-20 03:00:00+00:00,0,0,0,0,0
2017-01-20 04:00:00+00:00,0,0,0,0,0
2017-01-20 05:00:00+00:00,0,0,0,0,0
2017-01-20 06:00:00+00:00,0,0,0,0,0
2017-01-20 07:00:00+00:00,0,0,0,0,0
2017-01-20 08:00:00+00:00,0,0,0,0,0
2017-01-20 09:00:00+00:00,0,0,0,0,0
2017-01-20 10:00:00+00:00,0,0,0,0,0
2017-01-20 11:00:00+00:00,0,0,0,0,0
2017-01-20 12:00:00+00:00,0,0,0,0,0
2017-01-20 13:00:00+00:00,0,0,0,0,0
2017-01-20 14:00:00+00:00,0,0,0,0,0
2017-01-20 15:00:00+00:00,0,1.285238147,0,0,0
2017-01-20 16:00:00+00:00,0,4.696815968,0,0,0
2017-01-20 17:00:00+00:00,0,9.062968254,0,0,0
2017-01-20 18:00:00+00:00,0,13.26431561,0,0,0
2017-01-20 19:00:00+00:00,0,1.070278406,0,0,0
2017-01-20 20:00:00+00:00,0,13.75655079,0,0,0
2017-01-20 21:00:00+00:00,0,3.030611038,0,0,0
2017-01-20 22:00:00+00:00,0,0.369776398,0,0,0
2017-01-20 23:00:00+00:00,0,3.307276011,0,0,0
2017-01-21 00:00:00+00:00,0,0.704249501,0,0,0
2017-01-21 01:00:00+00:00,0,0,0,0,0
2017-01-21 02:00:00+00:00,0,0,0,0,0
2017-01-21 03:00:00+00:00,0,0,0,0,0
2017-01-21 04:00:00+00:00,0,0,0,0,0
2017-01-21 05:00:00+00:00,0,0,0,0,0
2017-01-21 06:00:00+00:00,0,0,0,0,0
2017-01-21 07:00:00+00:00,0,0,0,0,0
2017-01-21 08:00:00+00:00,0,0,0,0,0
2017-01-21 09:00:00+00:00,0,0,0,0,0
2017-01-21 10:00:00+00:00,0,0,0,0,0
2017-01-21 11:00:00+00:00,0,0,0,0,0
2017-01-21 12:00:00+00:00,0,0,0,0,0
2017-01-21 13:00:00+00:00,0,0,0,0,0
2017-01-21 14:00:00+00:00,0,0,0,0,0
